full_text,positive_score,negative_score,booster_score,negation_score,policy_score,confidence,suggestion,need_review,positive_words,negative_words,booster_words,negation_words,policy_words,final_label
statement pedas gema soal kopdes lebih gila dari mbg kopdes merah putih ini program paling goblok yang pernah saya lihat lebih gila dari mbg mbg masih ada niat baiknya kasih makan anak anak ini apa manajer koperasi disuruh baris berbaris pegang senjata dilatih ala,13.5,14.5,3,0,0,0.8491,negative,False,"gema, lebih, gila, merah, lihat, lebih, gila, ada, baiknya, kasih, makan, koperasi","pedas, soal, dari, putih, goblok, yang, saya, dari, anak, anak, apa, disuruh, pegang","lebih, paling, lebih",,,
bingung banget sudah langsung disuruh maju jadi presiden lovingly,6.5,2.5,1,0,1,1.0,positive,False,"banget, sudah, langsung, maju, jadi, presiden","bingung, disuruh",banget,,presiden,
beras naik minyak naik yang tadinya bensin beli pertamax beralih jadi pertalite kaum middle class memang akan dimiskinkan p m r nt h,5.0,2.0,0,0,0,0.9761,positive,False,"naik, naik, beli, jadi, memang","yang, beralih",,,,
bensin makin mahal kayaknya kudu latihan biar bisa jadi sk er boy,4.5,2.5,1,0,0,0.9258,positive,False,"makin, mahal, biar, jadi","kayaknya, latihan",makin,,,
pendapat ahok soal demo mahasiswa tidak perlu takut demo hadapi langsung tanya maunya apa tuntutan mahasiswa wajar soal penghematan sarankan bubarkan bgn ganti voucher digital sindir e ktp yang tidak dimanfaatkan untuk subsidi langsung tantang pemerintah buka,11.0,11.0,0,2,3,0.6186,neutral,True,"takut, langsung, tanya, wajar, penghematan, sarankan, ganti, voucher, subsidi, langsung, buka","pendapat, soal, demo, perlu, demo, maunya, apa, soal, sindir, yang, tantang",,"tidak, tidak","mahasiswa, mahasiswa, subsidi",
beredar surat dari tni isinya minta koperasi purnawirawan tni ad jabar minta beli kaos logo mereka harga rp kaos ditujukan ke instansi pemerintah dan swasta intinya minta sumbangan berkedok jual kaos,9.0,5.0,0,0,0,1.0,positive,False,"beredar, minta, koperasi, jabar, minta, beli, harga, minta, jual","dari, kaos, kaos, instansi, kaos",,,,
ha gimana tidak mau rusak bumn uang pajak rakyat kok dipake buat gaji yang beginian,2.0,4.0,0,1,1,0.85,negative,False,"rusak, buat","mau, pajak, yang, beginian",,tidak,pajak,
hutang numpuk subsidi dicabut pln bpjs gas bbm pajak naik rerata bumn pun rugi apbn msh defisit rp t sebenarnya negara ini sedang diurus apa dikuras china_is_terrorist china_is_terroris defisit apbn tembus rp t sampai november,5.0,9.0,0,0,7,1.0,negative,False,"subsidi, naik, sebenarnya, tembus, sampai","hutang, numpuk, gas, pajak, pun, rugi, defisit, apa, defisit",,,"subsidi, bpjs, bbm, pajak, apbn, negara, apbn",
menyambut bulan puasa mari saling maaf memaafkan semua dimaafkan kecuali pemerintah,3.0,5.0,0,0,0,0.9318,negative,False,"menyambut, mari, maaf","bulan, puasa, memaafkan, semua, dimaafkan",,,,
miris setiap dengar siswa berprestasi tapi tidak bisa lanjut kuliah karena keterbatasan ekonomi tambah emosi meneh anggaran pendidikan dipotong dinggo mbg umpomo dinggo beasiswa opo subsidi kuliah ngono kan malah faedah taek tenan kok pemerintah sing gawe kebijakan,11.0,3.0,0,1,3,1.0,positive,False,"dengar, siswa, lanjut, kuliah, tambah, emosi, subsidi, kuliah, faedah, sing, kebijakan","miris, karena, keterbatasan",,tidak,"ekonomi, anggaran, subsidi",
sudah bayar pajak ke depannya bagaimana sebagai warga negara akan tetap bayar pajak tapi saya ingin sekali saja merasa bahagia seberes bayar pajak bahagia bahwa uang saya dipakai untuk pembangunan negeri ini sedihnya yang muncul akhir akhir ini malah rasa tidak percaya,8.5,13.5,1,1,4,1.0,negative,False,"sudah, bayar, tetap, bayar, bahagia, bayar, bahagia, muncul","pajak, sebagai, pajak, saya, sekali, saja, merasa, pajak, saya, sedihnya, yang, rasa, percaya",sekali,tidak,"pajak, negara, pajak, pajak",
syukurlah jika dimulai dari kudus sejak surat anak smk yang meminta dana mbg diberikan saja untuk honor gurunya bukannya disetujui malah diteror sekarang kita tahu alasan teror itu kenapa,6.0,8.0,0,0,0,0.8707,negative,False,"dimulai, kudus, meminta, dana, diberikan, tahu","dari, anak, yang, saja, bukannya, alasan, teror, itu",,,,
presiden berkata indonesia mengutuk keras bahkan dari alinea pertama pembukaan uud saja seharusnya cukup membuat kita mengerti harus berpihak ke mana yang satu memperjuangkan tanah air yang satu melakukan genosida kalau memang pikiranmu tidak sampai pakai hati nurani coba,9.0,11.0,0,1,1,0.8782,negative,False,"presiden, cukup, membuat, mengerti, satu, satu, memang, hati, coba","mengutuk, keras, dari, saja, harus, yang, air, yang, genosida, kalau, sampai",,tidak,presiden,
bae bae dicariin orang pajak,0.0,1.0,0,0,1,0.67,negative,False,,pajak,,,pajak,
ijazah itu tanda orang perna sekolah bukan tanda orang berpikir contohnya ini walau sudah selesai wisuda tapi masih saja otak nya tidak guna mau bagaimana lagi sdm kita rendah disogok kaos saja luluh apalagi di suap bansos dll,8.0,9.0,0,2,1,0.6918,negative,False,"tanda, sekolah, sudah, selesai, otak, mau, luluh, suap","itu, tanda, walau, saja, guna, lagi, rendah, kaos, saja",,"bukan, tidak",bansos,
y all beasiswa teladan udah buka langsung grebek pls biar kalian tidak perlu bayar ukt sampe lulus,6.0,2.0,0,1,1,1.0,positive,False,"teladan, buka, langsung, biar, bayar, lulus","pls, perlu",,tidak,ukt,
tahun rocky gerung pernah nyebut jokowi bajingan tolol sampai dipolisikan pdip bandingin sama kritiknya ke prabowo main aman di evaluasi kebijakan yang masih terjaga jaraknya kritik nyalahin ke level menteri saja ya bukan kebetulan juga kalau ditelusuri lingkaran,7.0,9.0,0,1,1,0.8553,negative,False,"sampai, sama, main, aman, kebijakan, terjaga, ya","nyebut, bajingan, tolol, yang, kritik, nyalahin, saja, kebetulan, kalau",,bukan,menteri,
klean kurang ajar dan biadab bocoran dari kisman larumakuluta dalam podcast roemah pemoeda hampir seluruh menteri wamen hingga kepala badan menerima dana pribadi sebesar rp m hingga rp miliar usai dilantik agar fokus bekerja dan tidak tergoda korupsi,8.0,6.0,0,1,2,0.8621,positive,False,"ajar, biadab, dalam, menerima, dana, usai, fokus, bekerja","kurang, dari, hampir, badan, agar, korupsi",,tidak,"menteri, korupsi",
presiden joget wapres planga plongo korupsi di mana mana koruptor bisa menang pilkada bensin dioplos subsidi dicabut semua program diefisiensi mata uang kalah sama dollar phk di mana mana kerjaan non kartap makan siang tidak ada gizi ujan sedikit banjir,7.0,7.0,0,1,3,0.5775,neutral,True,"presiden, menang, subsidi, sama, kerjaan, makan, banjir","korupsi, semua, mata, kalah, phk, ada, sedikit",,tidak,"presiden, korupsi, subsidi",
pendapat ahok soal program mbg prabowo buat apa bgn kalau saya presiden langsung bubarin ganti pakai sistem voucher digital kayak subsidi bbm manfaatkan e ktp yang sudah ada chip nya kenapa enggak dipakai subsidi langsung ke rakyat lewat ktp bukan lewat dapur yang,11.0,10.0,0,2,4,0.7621,positive,False,"buat, presiden, langsung, ganti, voucher, subsidi, sudah, ada, subsidi, langsung, lewat","pendapat, soal, apa, kalau, saya, sistem, kayak, yang, lewat, yang",,"enggak, bukan","presiden, subsidi, bbm, subsidi",
sch siapa yang mau ikut kelas gratis persiapan beasiswa unggulan guys aku ada info kelas gratis persiapan beasiswa unggulan coding python gratis tis kalau mau tau drop kaliann,13.0,8.0,0,0,0,1.0,positive,False,"siapa, mau, gratis, persiapan, unggulan, guys, aku, ada, gratis, persiapan, unggulan, gratis, mau","yang, ikut, kelas, info, kelas, kalau, tau, drop",,,,
fyi wni kalo mau kerja itu punya pengalaman pendidikan minimal dan berbagai syarat ada batasan umur tidak boleh ada rekam jejak kriminal tapi gaji mungil pajak banyak bahan pokok barang serba mahal sedangkan pejabat kalian tajir melintir,14.0,6.0,0,1,1,1.0,positive,False,"mau, kerja, punya, pengalaman, berbagai, ada, batasan, umur, ada, rekam, mungil, banyak, pokok, mahal","itu, minimal, boleh, pajak, bahan, pejabat",,tidak,pajak,
kalian percaya tidak satu orang bisa handle puluhan pt sekaligus disamping jadi stafsus presiden dan masih ngonten acara di tv,3.0,1.0,0,1,1,0.8,positive,False,"percaya, jadi, presiden",satu,,tidak,presiden,
tanggal juli akan jadi kesaksian terakhir dari pihak presiden pemerintah menghadirkan saksi dan saksi ahli pada gugatan uu apbn yang menggugat keberadaan program makan bergizi mbg tebak siapa orang yang berani menelan bulat program mbg yang kepala badannya,10.0,11.0,0,0,2,0.7782,negative,False,"jadi, presiden, saksi, saksi, ahli, makan, bergizi, tebak, siapa, berani","tanggal, dari, pihak, pada, gugatan, yang, menggugat, yang, menelan, bulat, yang",,,"presiden, apbn",
kenapa arab saudi ngomentarin mbg yahh tidak masuk di logika kultur arab cuk sekarang arab saudi di bawah pangeran mohammed bin salman mbs lagi gila gilanya mendewakan konsep efisiensi privatisasi dan kapitalisme modern lewat proyek vision mbs itu paling benci sama,8.5,2.5,1,1,1,1.0,positive,False,"masuk, pangeran, gila, mendewakan, modern, lewat, benci, sama","lagi, itu",paling,tidak,efisiensi,
level kegoblokan presiden milih pejabat negara setingkat menteri cuman berdasarkan loyalitas giliran sadar kalo pembantu nya yang loyal itu lack of intelligence dan tidak becus nyari solusi buat pelbagai masalah bangsa malah begging ke akademisi buat bantu are u dumb,8.0,8.0,0,1,3,0.59,neutral,True,"presiden, loyalitas, giliran, sadar, solusi, buat, buat, bantu","milih, pejabat, berdasarkan, yang, itu, becus, nyari, masalah",,tidak,"presiden, negara, menteri",
pake bpjs di puskesmas jakarta bikin culture shock pelayanan konsultasinya lebih bagus dan nyaman dari rs swasta premium di jakarta pengalaman pribadi gratis tis tis thanks to bpjs poros sosialisme indonesia puskesmas rasa rumah sakit lantai dan punya,10.5,3.5,1,0,2,1.0,positive,False,"pelayanan, lebih, bagus, nyaman, premium, pengalaman, gratis, thanks, rumah, punya","dari, rasa, sakit",lebih,,"bpjs, bpjs",
klarifikasi pemerintah soal calon manajer kopdes yang meningg l program tetap jalan karena tujuan kita besar menggerakkan ekonomi desa pelatih tidak akan turunkan standar mereka melatih abdi negara negara lain juga lakukan singapura korea prancis punya program serupa,4.0,7.0,0,1,3,1.0,negative,False,"tetap, besar, pelatih, punya","soal, yang, karena, menggerakkan, standar, lain, serupa",,tidak,"ekonomi, negara, negara",
pengakuan sonny bgn soal korupsi mbg nama disebut sony di pemeriksaan pertama minta jatah sppg di pemeriksaan kedua jaksa buka langsung hp sony satu per satu ada orang minta ubah yayasan dapur sppg sudah kali diubah kalian tau lah ya siapa itu ada satu orang,14.0,4.0,0,0,1,1.0,positive,False,"pengakuan, minta, jatah, buka, langsung, satu, satu, ada, minta, sudah, ya, siapa, ada, satu","soal, korupsi, tau, itu",,,korupsi,
geblek dah stand monitor nya saja juta belum sama cukai dan pajak,1.0,5.0,0,1,1,1.0,negative,False,juta,"geblek, dah, saja, sama, pajak",,belum,pajak,
usul urutan vaksin presiden wakil presiden ketua mpr ketua dpr ketua dpd ketua ma ketua mk menteri kesehatan kapolri panglima tni lanjutkan yakinkanrakyat,6.0,0.0,0,0,5,1.0,positive,False,"usul, presiden, presiden, kesehatan, panglima, lanjutkan",,,,"presiden, presiden, mpr, dpr, menteri",
sementara beberapa kawan mengingatkan bapak presiden untuk bertindak jangan lupa juga ya untuk beraksi nyata,4.0,3.0,0,1,1,0.7167,positive,False,"mengingatkan, presiden, ya, nyata","sementara, bertindak, lupa",,jangan,presiden,
salah satu hal tersulit yang dilakukan adalah menahan diri ngomong kasar sekarang kalau marah sama sesuatu dan hampir kelepasan langsung dialihkan kon ci kesuksesan adalah kerja keras ngen dalikan amarah butuh usaha anj uran pemerintah makin tidak masuk akal,8.5,11.5,1,1,0,1.0,negative,False,"satu, sama, kelepasan, langsung, kerja, usaha, makin, masuk","salah, yang, menahan, diri, kasar, kalau, marah, hampir, keras, amarah, butuh",makin,tidak,,
yang shut up ditindas yang speak up disomasi yang mau dipilih minta suara yang udah terpilih membungkam suara yang salah enggak mau kalah yang jadi korban malah mengalah negeriku lucu subsidi humornya merata,8.0,11.0,0,1,1,1.0,negative,False,"mau, minta, suara, suara, jadi, lucu, subsidi, merata","yang, yang, yang, yang, yang, salah, mau, kalah, yang, korban, mengalah",,enggak,subsidi,
aparat halangi pengacara dan ibu dari anak yang ditangkap saat demo di gedung grahadi surabaya kemarin ylbhi surabaya,0.0,5.0,0,0,0,1.0,negative,False,,"aparat, dari, anak, yang, demo",,,,
kasus generasi muda yang di jegal pemerintah ibrahim arief bantu it pendidikan penjara tidak ada aliran dana amsal sitepu jasa editing dianggap harus gratis dakwa korupsi nadiem makarim chromebook hemat uang negara tahun tanpa bukti white hat,7.0,8.0,0,1,2,0.7214,negative,False,"muda, bantu, dana, jasa, gratis, dakwa, hemat","generasi, yang, penjara, ada, harus, korupsi, tanpa, bukti",,tidak,"korupsi, negara",
punya gaji selangit dan sering wara wiri pakai mobil mewah bermerek tapi di pom bensin masih ngantre bbm subsidi menteri esdm bahlil lahadalia baru saja melempar sentilan menohok yang dijamin bikin telinga para elit langsung panas dalam acara cnbc indonesia energy forum,10.0,5.0,0,0,3,1.0,positive,False,"punya, sering, mobil, mewah, subsidi, para, langsung, panas, dalam, forum","wara, saja, sentilan, menohok, yang",,,"bbm, subsidi, menteri",
perbandingan prabowo dulu vs sekarang menurut raymond chin dulu masa oposisi pidato soal kerusakan hutan dengan data spesifik juta hektar rusak perlu pemerintahan yang ramping bersih efisien jangan diperbanyak untuk bagi bagi jabatan,9.0,5.0,0,1,0,1.0,positive,False,"menurut, hutan, juta, rusak, perlu, bersih, efisien, bagi, bagi","oposisi, soal, kerusakan, data, yang",,jangan,,
presiden soekarno dan istrinya dewi terbang dengan helikopter dari jakarta ke palabuhanratu untuk meninjau pembangunan samudra beach hotel yang sudah hampir rampung hotel ini dibangun pada dan dibuka pada februari dibiayai dana pampasan perang jepang selain hotel,7.0,6.0,0,0,1,0.7078,positive,False,"presiden, hotel, sudah, rampung, hotel, dana, hotel","dari, yang, hampir, pada, pada, perang",,,presiden,
ya allah mau gaji pokok juta bulan tunjangan fungsional transportasi dapet maksi ada thr bonus bulanan tunjangan presensi bpjs kes dan kt lingkungan kerja greenflag bs pulang tenggo hari kerja atasan humanis fasilitas kantor nanti ak janji tidak ngopi deh,15.0,5.0,0,1,1,1.0,positive,False,"ya, allah, mau, pokok, juta, dapet, ada, bonus, kes, lingkungan, kerja, kerja, atasan, fasilitas, janji","bulan, tunjangan, tunjangan, nanti, ngopi",,tidak,bpjs,
petinggi negeri joget gembira di hari kemerdekaan ketika rakyat justru dijajah harga pangan naik pajak naik phk dimana bbm naik utang naik rupiah melemah apbn disedot proyek bermasalah seperti kcic dan ikn btw keren tidak sih,8.0,5.0,0,1,5,1.0,positive,False,"gembira, harga, naik, naik, naik, naik, seperti, keren","pajak, phk, utang, melemah, bermasalah",,tidak,"pajak, bbm, rupiah, apbn, ikn",
keren ini rohingya ditampung gaza ditampung rakyat sendiri menghadapi harga beras naik bbm naik ukt naik sembako naik transport naik cicilan naik pajak naik potongan tapera potongan bpjs kesehatan potongan ketenagakerjaan terjerat pinjol dll,10.0,6.0,0,0,4,1.0,positive,False,"keren, harga, naik, naik, naik, naik, naik, naik, naik, kesehatan","sendiri, menghadapi, pajak, potongan, potongan, potongan",,,"bbm, ukt, pajak, bpjs",
bangsat banget prabowo coba mbg dihapus diganti kuliah gratis berapa banyak coba anak yang bisa kuliah tanpa mikir gimana bayar ukt gila memang negara ini,11.5,4.5,1,0,2,1.0,positive,False,"banget, coba, kuliah, gratis, banyak, coba, kuliah, mikir, bayar, gila, memang","bangsat, anak, yang, tanpa",banget,,"ukt, negara",
pertanyaan saldi isra berhasil membuka mata publik terkait mbg,1.0,2.0,0,0,0,0.6833,negative,False,berhasil,"mata, terkait",,,,
curhatan pengusaha mbg di karimunjawa wilayah t bangunan dapur sudah siap dari november tapi sampai sekarang belum beroperasi janji realisasi terus molor dari januari februari juni juli anggaran dipotong drastis oknum dari rp m disetujui cair cuma,6.0,6.0,0,1,1,0.5311,neutral,True,"sudah, siap, sampai, janji, realisasi, drastis","dari, beroperasi, dari, dari, cair, cuma",,belum,anggaran,
wow beraninya cerdas bukan karena mbg betapa beraninya guru wonosobo ini memprotes mbg langsung di depan pejabat daerah,6.0,2.0,0,1,0,1.0,positive,False,"wow, cerdas, karena, betapa, guru, langsung","memprotes, pejabat",,bukan,,
ada pungutan yang berisiko naik di ada ppn tapera bpjs kesehatan uang kuliah tunggal ukt mahasiswa cukai third party liability untuk asuransi wajib kendaraan bermotor pajak penghasilan pph usaha mikro kecil menengah umkm subsidi kereta rel listrik krl,7.0,7.0,0,0,6,0.6621,neutral,False,"ada, naik, ada, kesehatan, kuliah, usaha, subsidi","yang, berisiko, wajib, pajak, mikro, kecil, kereta",,,"ppn, bpjs, ukt, mahasiswa, pajak, subsidi",
jobless behaviour lo semua better kerahin skill elu ini ke pemerintah,2.0,1.0,0,0,0,0.6682,positive,False,"better, elu",semua,,,,
yang tidak ngikutin timnas korsel pasti mikirnya ini lebay tapi kalo yang tau gimana kacaunya kfa after asian cup pasti sangat mewajarkan kenapa knet menteri presiden marah sama hasil timnas korsel di pildun ini tuh puncak dari kepemimpinan chung monggyu yang korup,8.5,8.5,1,1,2,0.6012,neutral,True,"ngikutin, pasti, pasti, sangat, presiden, sama, hasil, puncak","yang, lebay, yang, tau, marah, dari, yang, korup",sangat,tidak,"menteri, presiden",
semoga tuhan mengampuni dosa orang yang sering broadcast pin di bbm spam iklan di instagram dan copas tweet tanpa izin di twitter amin,3.0,5.0,0,0,1,0.857,negative,False,"tuhan, sering, amin","dosa, yang, spam, tanpa, izin",,,bbm,
